"count","c"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType132"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType79"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType60"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType91"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType90"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType113"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType80"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType128"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType144"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType117"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType121"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType103"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType84"
15,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType141"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType139"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType115"
13,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType137"

