"count","c"
246,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType131"
619,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType61"
208,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType139"
116,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType142"
151,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType138"
30,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType137"
541,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType58"
547,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType56"
670,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType69"
417,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType97"
445,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType91"
393,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType108"
400,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType70"
372,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType103"
355,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType79"
327,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType106"

