"count","c"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType140"
22,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType107"
20,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType115"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType99"
20,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType93"
38,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType80"
16,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType113"
8,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType144"
10,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType128"
24,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType72"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType84"
4745,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType118"
40,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType65"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType149"
26,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType96"
46,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType88"
38,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType77"
26,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType74"
26,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType92"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType129"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType143"
24,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType87"
30,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType83"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType125"
10,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType117"
22,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType85"
40,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType60"
38,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType90"
14,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType131"
36,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType61"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType139"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType142"
8,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType138"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType137"
28,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType58"
30,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType56"
38,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType69"
20,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType97"
26,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType91"
22,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType108"
24,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType70"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType103"
20,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType79"
16,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType106"

