"count","c"
212,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType98"
12991,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product"
219,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType87"
215,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType107"
241,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType96"
297,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType66"
182,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType110"
41208,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer"
169,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType123"
213,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType72"
154,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType132"
207,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType79"
346,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType60"
236,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType91"
304,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType90"
181,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType113"
293,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType80"
139,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType128"
106,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType144"
126,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType117"
126,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType121"
9504,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature"
140,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
209,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType103"
164,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType84"
61,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType141"
144,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType139"
202,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType115"
29,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType137"

