count,c,p
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5
2,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://xmlns.com/foaf/0.1/homepage
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://purl.org/dc/elements/1.1/publisher
5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3
66,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating3
289,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature,http://purl.org/dc/elements/1.1/date
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,http://www.w3.org/2000/01/rdf-schema#label
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer,http://purl.org/dc/elements/1.1/publisher
4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4
289,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
100,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review,http://purl.org/stuff/rev#text
6,http://xmlns.com/foaf/0.1/Person,http://purl.org/dc/elements/1.1/date
5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4
3,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/country
6,http://xmlns.com/foaf/0.1/Person,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product,http://www.w3.org/2000/01/rdf-schema#label
289,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature,http://www.w3.org/2000/01/rdf-schema#comment
4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5,http://www.w3.org/2000/01/rdf-schema#label
7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www.w3.org/2000/01/rdf-schema#label
67,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating4
5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/validFrom
5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/producer
6,http://xmlns.com/foaf/0.1/Person,http://xmlns.com/foaf/0.1/name
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2
4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3
7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://purl.org/dc/elements/1.1/publisher
4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5,http://purl.org/dc/elements/1.1/publisher
5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4
100,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/reviewFor
100,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review,http://purl.org/dc/elements/1.1/publisher
5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://purl.org/dc/elements/1.1/date
5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
6,http://xmlns.com/foaf/0.1/Person,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/country
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor,http://purl.org/dc/elements/1.1/date
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product,http://purl.org/dc/elements/1.1/publisher
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3
4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Vendor,http://www.w3.org/2000/01/rdf-schema#comment
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,http://purl.org/dc/elements/1.1/publisher
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1
100,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/reviewDate
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/validTo
5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,http://www.w3.org/2000/01/rdf-schema#comment
200,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Offer,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/vendor
10,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2
4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1
1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.w3.org/2000/01/rdf-schema#label
