"count","p","oType"
1,"http://dbpedia.org/property/northOther","http://dbpedia.org/ontology/Town"
5,"http://dbpedia.org/property/northwestOther","http://dbpedia.org/ontology/BodyOfWater"
2,"http://dbpedia.org/property/formations","http://dbpedia.org/ontology/MilitaryUnit"
422,"http://dbpedia.org/property/reg","http://dbpedia.org/ontology/Place"
1,"http://dbpedia.org/property/westOther","http://dbpedia.org/ontology/Building"
1,"http://dbpedia.org/property/tournamentParticipants","http://dbpedia.org/ontology/EducationalInstitution"
38,"http://dbpedia.org/property/muns","http://dbpedia.org/ontology/Settlement"
1,"http://dbpedia.org/property/mof","http://dbpedia.org/ontology/BritishRoyalty"
37,"http://dbpedia.org/property/varietals","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/suburbsName","http://dbpedia.org/ontology/Settlement"
9,"http://dbpedia.org/ontology/department","http://dbpedia.org/ontology/Place"
1,"http://dbpedia.org/property/blankValue","http://dbpedia.org/ontology/Animal"
1,"http://dbpedia.org/property/kingdom","http://dbpedia.org/ontology/Species"
3,"http://dbpedia.org/property/countyflower","http://dbpedia.org/ontology/Plant"
2,"http://dbpedia.org/property/studios","http://www.w3.org/2002/07/owl#Thing"
3,"http://dbpedia.org/property/showname","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/licensePlace","http://www.opengis.net/gml/_Feature"
1,"http://dbpedia.org/property/market","http://dbpedia.org/ontology/PopulatedPlace"
2,"http://dbpedia.org/property/i2Disease","http://dbpedia.org/ontology/Disease"
1,"http://dbpedia.org/property/termB","http://dbpedia.org/ontology/Settlement"
1,"http://dbpedia.org/property/cdp","http://dbpedia.org/ontology/Place"
1,"http://dbpedia.org/property/_percent_28comingSoon_percent_29Affiliations","http://www.w3.org/2002/07/owl#Thing"
31,"http://dbpedia.org/property/parvordo","http://dbpedia.org/ontology/Bird"
1,"http://dbpedia.org/property/muncipality","http://dbpedia.org/ontology/Place"
5,"http://dbpedia.org/property/politicalSubdiv","http://www.opengis.net/gml/_Feature"
4,"http://dbpedia.org/property/startPoint","http://dbpedia.org/ontology/Place"
1,"http://dbpedia.org/property/oEnd","http://dbpedia.org/ontology/City"
1,"http://dbpedia.org/property/oEnd","http://dbpedia.org/ontology/Settlement"
3,"http://dbpedia.org/ontology/recentWinner","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/house4Info","http://dbpedia.org/ontology/Species"
1,"http://dbpedia.org/property/ship","http://www.w3.org/2002/07/owl#Thing"
2,"http://dbpedia.org/property/sylviaWestWww.myspace.com/sylviawestFoundation","http://dbpedia.org/ontology/Settlement"
1,"http://dbpedia.org/property/storyEditors","http://dbpedia.org/ontology/Person"
6,"http://dbpedia.org/property/mx2Manufacturers","http://dbpedia.org/ontology/Company"
1,"http://dbpedia.org/property/countryOfBirth","http://dbpedia.org/ontology/Island"
1,"http://dbpedia.org/property/countryOfBirth","http://dbpedia.org/ontology/PopulatedPlace"
1,"http://dbpedia.org/property/hiSeat","http://www.w3.org/2002/07/owl#Thing"
7,"http://dbpedia.org/property/borders","http://dbpedia.org/ontology/Place"
10,"http://dbpedia.org/property/longestRiver","http://www.opengis.net/gml/_Feature"
4,"http://dbpedia.org/property/associate","http://dbpedia.org/ontology/Judge"
1,"http://dbpedia.org/property/country1ClaimDivisions","http://dbpedia.org/ontology/Island"
2,"http://dbpedia.org/property/lowestPoint","http://dbpedia.org/ontology/Lake"
1,"http://dbpedia.org/property/instrumentation","http://dbpedia.org/ontology/FloweringPlant"
5,"http://dbpedia.org/property/musicalguests","http://dbpedia.org/ontology/Work"
1,"http://dbpedia.org/property/musicalguests","http://dbpedia.org/ontology/FigureSkater"
1,"http://dbpedia.org/property/musicalguests","http://dbpedia.org/ontology/Journalist"
1,"http://dbpedia.org/property/largestcity_percent_282000census_percent_29","http://www.opengis.net/gml/_Feature"
2,"http://dbpedia.org/property/twin8Country","http://dbpedia.org/ontology/Country"
1,"http://dbpedia.org/property/subid","http://dbpedia.org/ontology/Organisation"
2,"http://dbpedia.org/property/gueststars","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/database","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/placeOfResidency","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/filmingLocations","http://www.opengis.net/gml/_Feature"
1,"http://dbpedia.org/property/exectutiveProducer","http://xmlns.com/foaf/0.1/Person"
1,"http://dbpedia.org/property/outdoortrack","http://dbpedia.org/ontology/Stadium"
2,"http://dbpedia.org/property/devCenters","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/smallestCities","http://dbpedia.org/ontology/PopulatedPlace"
1,"http://dbpedia.org/property/companyHeadquarter","http://www.opengis.net/gml/_Feature"
1,"http://dbpedia.org/property/establishedIn","http://dbpedia.org/ontology/AdministrativeRegion"
6,"http://dbpedia.org/property/autonomousCommunity","http://dbpedia.org/ontology/Settlement"
1,"http://dbpedia.org/property/crossed","http://www.opengis.net/gml/_Feature"
1,"http://dbpedia.org/property/tertiaryEducation","http://dbpedia.org/ontology/PopulatedPlace"
1,"http://dbpedia.org/property/_200pxDirector","http://dbpedia.org/ontology/Person"
1,"http://dbpedia.org/property/senateMajority","http://dbpedia.org/ontology/Senator"
3,"http://dbpedia.org/property/par","http://www.w3.org/2002/07/owl#Thing"
2,"http://dbpedia.org/property/parent","http://dbpedia.org/ontology/Country"
1,"http://dbpedia.org/property/pencillers","http://dbpedia.org/ontology/Writer"
10756,"http://dbpedia.org/property/publisher","http://dbpedia.org/ontology/Organisation"
17,"http://dbpedia.org/property/publisher","http://dbpedia.org/ontology/Broadcast"
3,"http://dbpedia.org/property/publisher","http://dbpedia.org/ontology/Country"
24559,"http://dbpedia.org/property/region","http://www.w3.org/2002/07/owl#Thing"
6,"http://dbpedia.org/property/region","http://dbpedia.org/ontology/Mountain"
1,"http://dbpedia.org/property/fourthOther","http://www.opengis.net/gml/_Feature"
5,"http://dbpedia.org/property/organisation","http://dbpedia.org/ontology/EducationalInstitution"
29,"http://dbpedia.org/property/pc","http://dbpedia.org/ontology/Cyclist"
10,"http://dbpedia.org/property/candidate","http://dbpedia.org/ontology/Judge"
5,"http://dbpedia.org/property/candidate","http://dbpedia.org/ontology/AdultActor"
1,"http://dbpedia.org/property/honoraryStart","http://dbpedia.org/ontology/MusicalArtist"
16,"http://dbpedia.org/property/playerOfSeries","http://dbpedia.org/ontology/Athlete"
2,"http://dbpedia.org/property/mascot","http://dbpedia.org/ontology/Mountain"
1,"http://dbpedia.org/property/mascot","http://dbpedia.org/ontology/Planet"
996,"http://dbpedia.org/property/trainer","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/ontology/fourthCommander","http://dbpedia.org/ontology/OfficeHolder"
6,"http://dbpedia.org/ontology/parentCompany","http://dbpedia.org/ontology/University"
2,"http://dbpedia.org/ontology/parentCompany","http://dbpedia.org/ontology/RecordLabel"
1,"http://dbpedia.org/property/broadcastArea","http://dbpedia.org/ontology/Building"
17,"http://dbpedia.org/property/builder","http://dbpedia.org/ontology/Settlement"
273,"http://dbpedia.org/property/countries","http://dbpedia.org/ontology/Place"
33,"http://dbpedia.org/property/creators","http://dbpedia.org/ontology/Actor"
55,"http://dbpedia.org/property/extra","http://dbpedia.org/ontology/Work"
1,"http://dbpedia.org/property/extra","http://dbpedia.org/ontology/SoccerPlayer"
1,"http://dbpedia.org/property/illustrator","http://dbpedia.org/ontology/BaseballPlayer"
1,"http://dbpedia.org/property/magazine","http://dbpedia.org/ontology/Country"
1,"http://dbpedia.org/property/nearestCity","http://dbpedia.org/ontology/BodyOfWater"
34544,"http://dbpedia.org/property/placeOfBirth","http://www.w3.org/2002/07/owl#Thing"
727,"http://dbpedia.org/property/placeOfDeath","http://dbpedia.org/ontology/Town"
2,"http://dbpedia.org/property/placeOfDeath","http://dbpedia.org/ontology/Airport"
2,"http://dbpedia.org/property/section","http://dbpedia.org/ontology/Eukaryote"
8,"http://dbpedia.org/property/sponsor","http://dbpedia.org/ontology/Airline"
1,"http://dbpedia.org/property/beforeElection","http://dbpedia.org/ontology/Legislature"
2,"http://dbpedia.org/property/nominee","http://dbpedia.org/ontology/GridironFootballPlayer"
214,"http://dbpedia.org/property/judges","http://dbpedia.org/ontology/Person"
2,"http://dbpedia.org/property/hobeyBaker","http://dbpedia.org/ontology/Person"
212,"http://dbpedia.org/ontology/meetingCity","http://www.opengis.net/gml/_Feature"
52,"http://dbpedia.org/property/houses","http://dbpedia.org/ontology/Legislature"
1,"http://dbpedia.org/property/houses","http://dbpedia.org/ontology/Athlete"
3,"http://dbpedia.org/property/houses","http://dbpedia.org/ontology/Bird"
13,"http://dbpedia.org/property/endb","http://www.opengis.net/gml/_Feature"
37,"http://dbpedia.org/property/infaordo","http://dbpedia.org/ontology/Eukaryote"
2,"http://dbpedia.org/property/diocese","http://dbpedia.org/ontology/Settlement"
7,"http://dbpedia.org/property/exImageCap","http://www.opengis.net/gml/_Feature"
1,"http://dbpedia.org/property/chiefjudgename","http://dbpedia.org/ontology/President"
87,"http://dbpedia.org/property/gold","http://xmlns.com/foaf/0.1/Person"
4,"http://dbpedia.org/property/gold","http://dbpedia.org/ontology/AmericanFootballPlayer"
1,"http://dbpedia.org/property/numSpecies","http://dbpedia.org/ontology/Animal"
1,"http://dbpedia.org/property/parentHouse","http://www.opengis.net/gml/_Feature"
1,"http://dbpedia.org/property/building","http://dbpedia.org/ontology/HistoricPlace"
1,"http://dbpedia.org/property/eyeColour","http://dbpedia.org/ontology/Colour"
1,"http://dbpedia.org/ontology/heir","http://xmlns.com/foaf/0.1/Person"
6,"http://dbpedia.org/property/ruCoachclubs","http://www.w3.org/2002/07/owl#Thing"
4,"http://dbpedia.org/property/previousTeam","http://www.w3.org/2002/07/owl#Thing"
35,"http://dbpedia.org/property/placeOfChristening","http://dbpedia.org/ontology/Place"
8,"http://dbpedia.org/property/locationOfMill","http://www.opengis.net/gml/_Feature"
1,"http://dbpedia.org/property/namedfor","http://dbpedia.org/ontology/Person"
28,"http://dbpedia.org/ontology/regionalLanguage","http://dbpedia.org/ontology/Language"
26,"http://dbpedia.org/property/creatorname","http://dbpedia.org/ontology/Person"
1,"http://dbpedia.org/property/p2destname","http://dbpedia.org/ontology/Place"
31,"http://dbpedia.org/property/regionalLanguages","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/pre","http://dbpedia.org/ontology/Station"
7,"http://dbpedia.org/ontology/jointCommunity","http://dbpedia.org/ontology/Place"
1,"http://dbpedia.org/property/friend","http://dbpedia.org/ontology/Person"
1,"http://dbpedia.org/property/shrine","http://dbpedia.org/ontology/PopulatedPlace"
2,"http://dbpedia.org/property/christeningPlace","http://www.w3.org/2002/07/owl#Thing"
11,"http://dbpedia.org/property/stn","http://www.opengis.net/gml/_Feature"
1,"http://dbpedia.org/property/productionHouse","http://dbpedia.org/ontology/Settlement"
2,"http://dbpedia.org/ontology/americanComedyAward","http://dbpedia.org/ontology/TelevisionShow"
2,"http://dbpedia.org/property/northeastOther","http://dbpedia.org/ontology/ProtectedArea"
1,"http://dbpedia.org/property/feedstock","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/ationality","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/coFounder","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/influence","http://dbpedia.org/ontology/Organisation"
4,"http://dbpedia.org/ontology/cinematography","http://dbpedia.org/ontology/Scientist"
1,"http://dbpedia.org/ontology/cinematography","http://dbpedia.org/ontology/Settlement"
2,"http://dbpedia.org/ontology/distributor","http://dbpedia.org/ontology/MusicalWork"
6,"http://dbpedia.org/ontology/distributor","http://dbpedia.org/ontology/Person"
2,"http://dbpedia.org/ontology/musicComposer","http://dbpedia.org/ontology/GridironFootballPlayer"
16,"http://dbpedia.org/property/areaAffected","http://www.w3.org/2002/07/owl#Thing"
2353,"http://dbpedia.org/property/cinematography","http://dbpedia.org/ontology/Person"
2,"http://dbpedia.org/property/cinematography","http://dbpedia.org/ontology/MilitaryPerson"
1,"http://dbpedia.org/property/cinematography","http://dbpedia.org/ontology/Judge"
1,"http://dbpedia.org/property/cinematography","http://dbpedia.org/ontology/MemberOfParliament"
5,"http://dbpedia.org/property/distributor","http://xmlns.com/foaf/0.1/Person"
13,"http://dbpedia.org/property/editing","http://dbpedia.org/ontology/Politician"
16,"http://dbpedia.org/property/editing","http://dbpedia.org/ontology/CollegeCoach"
1,"http://dbpedia.org/property/editing","http://dbpedia.org/ontology/RugbyPlayer"
14,"http://dbpedia.org/property/generalManagers","http://xmlns.com/foaf/0.1/Person"
15,"http://dbpedia.org/property/row","http://dbpedia.org/ontology/Country"
28,"http://dbpedia.org/property/succeeded","http://dbpedia.org/ontology/Place"
1,"http://dbpedia.org/ontology/territory","http://dbpedia.org/ontology/Stream"
4961,"http://dbpedia.org/property/author","http://dbpedia.org/ontology/Artist"
87,"http://dbpedia.org/property/author","http://dbpedia.org/ontology/Scientist"
53,"http://dbpedia.org/property/author","http://www.opengis.net/gml/_Feature"
2,"http://dbpedia.org/property/rdtStarter","http://dbpedia.org/ontology/AmericanFootballPlayer"
1,"http://dbpedia.org/property/ssStarter","http://dbpedia.org/ontology/GridironFootballPlayer"
4921,"http://dbpedia.org/ontology/author","http://dbpedia.org/ontology/Artist"
2641,"http://dbpedia.org/ontology/author","http://xmlns.com/foaf/0.1/Person"
1,"http://dbpedia.org/ontology/publisher","http://dbpedia.org/ontology/Senator"
13130,"http://dbpedia.org/ontology/associatedBand","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/ontology/Software"
2,"http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/ontology/Fish"
4,"http://dbpedia.org/ontology/creator","http://dbpedia.org/ontology/SoccerPlayer"
35,"http://dbpedia.org/property/channel","http://www.opengis.net/gml/_Feature"
72,"http://dbpedia.org/property/characters","http://dbpedia.org/ontology/FictionalCharacter"
3,"http://dbpedia.org/property/characters","http://dbpedia.org/ontology/Athlete"
2,"http://dbpedia.org/property/creator","http://dbpedia.org/ontology/RadioStation"
2,"http://dbpedia.org/property/captains","http://www.w3.org/2002/07/owl#Thing"
4,"http://dbpedia.org/ontology/affiliation","http://dbpedia.org/ontology/Settlement"
1,"http://dbpedia.org/ontology/affiliation","http://dbpedia.org/ontology/MilitaryUnit"
3,"http://dbpedia.org/ontology/architect","http://dbpedia.org/ontology/Senator"
29,"http://dbpedia.org/ontology/area","http://dbpedia.org/ontology/Town"
162,"http://dbpedia.org/ontology/area","http://dbpedia.org/ontology/Country"
7,"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/Organisation"
2,"http://dbpedia.org/ontology/battle","http://dbpedia.org/ontology/Film"
3,"http://dbpedia.org/ontology/county","http://dbpedia.org/ontology/Town"
1,"http://dbpedia.org/ontology/designer","http://dbpedia.org/ontology/PokerPlayer"
50,"http://dbpedia.org/ontology/foundationPlace","http://dbpedia.org/ontology/Company"
52,"http://dbpedia.org/ontology/headquarter","http://dbpedia.org/ontology/Building"
3,"http://dbpedia.org/ontology/instrument","http://dbpedia.org/ontology/MusicGenre"
166,"http://dbpedia.org/ontology/league","http://dbpedia.org/ontology/SoccerLeague"
1,"http://dbpedia.org/ontology/locationCity","http://dbpedia.org/ontology/EducationalInstitution"
5,"http://dbpedia.org/ontology/locationCountry","http://dbpedia.org/ontology/Continent"
1,"http://dbpedia.org/ontology/march","http://dbpedia.org/ontology/Person"
589,"http://dbpedia.org/ontology/narrator","http://dbpedia.org/ontology/Actor"
1,"http://dbpedia.org/ontology/notableCommander","http://dbpedia.org/ontology/ComicsCreator"
3,"http://dbpedia.org/ontology/notableCommander","http://dbpedia.org/ontology/MilitaryUnit"
291,"http://dbpedia.org/ontology/owner","http://dbpedia.org/ontology/AdministrativeRegion"
4,"http://dbpedia.org/ontology/owningOrganisation","http://dbpedia.org/ontology/MilitaryUnit"
1,"http://dbpedia.org/ontology/product","http://dbpedia.org/ontology/FictionalCharacter"
1,"http://dbpedia.org/ontology/product","http://dbpedia.org/ontology/Airline"
824,"http://dbpedia.org/ontology/related","http://dbpedia.org/ontology/Work"
2,"http://dbpedia.org/ontology/related","http://dbpedia.org/ontology/Continent"
1331,"http://dbpedia.org/ontology/tenant","http://dbpedia.org/ontology/Organisation"
2,"http://dbpedia.org/ontology/tenant","http://dbpedia.org/ontology/SoccerLeague"
2,"http://dbpedia.org/ontology/tenant","http://dbpedia.org/ontology/AmericanFootballLeague"
1,"http://dbpedia.org/ontology/translator","http://dbpedia.org/ontology/Politician"
1,"http://dbpedia.org/property/architectureFirm","http://www.opengis.net/gml/_Feature"
2,"http://dbpedia.org/property/area","http://dbpedia.org/ontology/University"
13,"http://dbpedia.org/property/awards","http://dbpedia.org/ontology/Event"
71,"http://dbpedia.org/property/battleHonours","http://www.opengis.net/gml/_Feature"
2,"http://dbpedia.org/property/company","http://xmlns.com/foaf/0.1/Person"
1,"http://dbpedia.org/property/composer","http://dbpedia.org/ontology/MilitaryPerson"
1,"http://dbpedia.org/property/editor","http://dbpedia.org/ontology/Organisation"
5,"http://dbpedia.org/property/end","http://dbpedia.org/ontology/Bridge"
637,"http://dbpedia.org/property/executiveProducer","http://www.w3.org/2002/07/owl#Thing"
2,"http://dbpedia.org/property/executiveProducer","http://dbpedia.org/ontology/GridironFootballPlayer"
1,"http://dbpedia.org/property/executiveProducer","http://dbpedia.org/ontology/Website"
315,"http://dbpedia.org/property/firstRace","http://dbpedia.org/ontology/SportsEvent"
1,"http://dbpedia.org/property/hosting","http://dbpedia.org/ontology/Comedian"
59,"http://dbpedia.org/property/incumbent","http://dbpedia.org/ontology/President"
1,"http://dbpedia.org/property/incumbent","http://dbpedia.org/ontology/Ambassador"
1,"http://dbpedia.org/property/industry","http://dbpedia.org/ontology/Bird"
4,"http://dbpedia.org/property/instrument","http://dbpedia.org/ontology/MusicGenre"
6023,"http://dbpedia.org/property/locale","http://www.w3.org/2002/07/owl#Thing"
1,"http://dbpedia.org/property/listEpisodes","http://dbpedia.org/ontology/Work"
1,"http://dbpedia.org/property/locale","http://dbpedia.org/ontology/SiteOfSpecialScientificInterest"
1,"http://dbpedia.org/property/locale","http://dbpedia.org/ontology/River"
641,"http://dbpedia.org/property/locationTown","http://dbpedia.org/ontology/Settlement"
542,"http://dbpedia.org/property/lyrics","http://dbpedia.org/ontology/Person"
2,"http://dbpedia.org/property/maire","http://www.w3.org/2002/07/owl#Thing"
613,"http://dbpedia.org/property/members","http://dbpedia.org/ontology/ComicsCharacter"
1,"http://dbpedia.org/property/members","http://dbpedia.org/ontology/Scientist"
20,"http://dbpedia.org/property/names","http://www.w3.org/2002/07/owl#Thing"
18,"http://dbpedia.org/property/names","http://dbpedia.org/ontology/Person"
2,"http://dbpedia.org/property/names","http://dbpedia.org/ontology/Organisation"
1,"http://dbpedia.org/property/r","http://dbpedia.org/ontology/Athlete"
1,"http://dbpedia.org/property/rd2Seed","http://dbpedia.org/ontology/Plant"
1,"http://dbpedia.org/property/rd2t8Loc","http://dbpedia.org/ontology/City"
46,"http://dbpedia.org/property/rd3t1Loc","http://www.w3.org/2002/07/owl#Thing"
14,"http://dbpedia.org/property/rd4t1Loc","http://dbpedia.org/ontology/PopulatedPlace"
19536,"http://dbpedia.org/property/redirect","http://dbpedia.org/ontology/SoccerClub"
13604,"http://dbpedia.org/property/redirect","http://dbpedia.org/ontology/MilitaryPerson"
700,"http://dbpedia.org/property/redirect","http://dbpedia.org/ontology/Architect"
19021,"http://dbpedia.org/property/redirect","http://dbpedia.org/ontology/Bird"
8465,"http://dbpedia.org/property/redirect","http://dbpedia.org/ontology/HistoricPlace"
862,"http://dbpedia.org/property/redirect","http://dbpedia.org/ontology/EurovisionSongContestEntry"
344,"http://dbpedia.org/property/redirect","http://dbpedia.org/ontology/WrestlingEvent"
689,"http://dbpedia.org/property/site","http://www.opengis.net/gml/_Feature"
2,"http://dbpedia.org/property/stadium","http://dbpedia.org/ontology/Lake"
